//	extraxted from http://norvig.com/mayzner.html
//	more at http://storage.googleapis.com/books/ngrams/books/datasetsv2.html

KX	0.00000	555,422
LX	0.00000	8,612,462
MX	0.00000	994,334
NX	0.00003	73,899,576
OX	0.00019	523,764,012
PX	0.00000	1,473,468
QX	0.00000	159,505
RX	0.00001	32,990,613
SX	0.00000	503,772
TX	0.00000	3,328,898
UX	0.00004	110,947,766
VX	0.00000	449,854
WX	0.00000	150,637
XX	0.00003	79,068,246
YX	0.00000	4,211,192
ZX	0.00000	108,224

AY	0.00217	6,128,842,727
BY	0.00176	4,975,814,759
CY	0.00042	1,176,324,279
DY	0.00050	1,421,751,251
EY	0.00144	4,053,144,855
FY	0.00009	256,535,008
GY	0.00026	731,420,025
HY	0.00050	1,412,343,465
IY	0.00000	6,247,588
JY	0.00000	1,120,221
KY	0.00006	167,761,726
LY	0.00425	11,983,948,242
MY	0.00062	1,753,447,198
NY	0.00098	2,760,941,827
OY	0.00036	1,020,190,223
PY	0.00012	331,698,156
QY	0.00000	0
RY	0.00248	6,985,436,186
SY	0.00057	1,602,829,285
TY	0.00227	6,408,447,994
UY	0.00005	128,782,521
VY	0.00005	138,085,211
WY	0.00002	68,368,953
XY	0.00003	72,645,837
YY	0.00000	1,993,017
ZY	0.00002	66,473,188

AZ	0.00012	334,669,428
BZ	0.00000	1,007,374
CZ	0.00001	20,601,701
DZ	0.00000	2,200,704
EZ	0.00005	127,540,198
FZ	0.00000	263,860
GZ	0.00000	3,431,194
HZ	0.00000	10,729,982
IZ	0.00064	1,814,164,135
JZ	0.00000	220,675
KZ	0.00000	150,760
LZ	0.00000	11,767,790
MZ	0.00000	970,282
NZ	0.00004	123,192,934
OZ	0.00003	97,904,996
PZ	0.00000	6,382,200
QZ	0.00000	0
RZ	0.00001	17,993,128
SZ	0.00000	7,041,052
TZ	0.00004	108,527,540
UZ	0.00002	53,873,803
VZ	0.00000	501,189
WZ	0.00000	0
XZ	0.00000	136,521
YZ	0.00002	51,097,953
ZZ	0.00003	75,012,595
